Cinsiyet,Şirket Konumu,Çalışma Durumu,Çalışma Şekli,Çalışan Sayısı,Deneyim,Sektör,Pozisyon,Pozisyonunuzun Ismi?.1,Aylık Net Maaş (TL),"Yıllık Ek Gelir (Prim, Bonus)",Yan Haklar
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Finans ve Muhasebe,Hisse araştırma analisti,Hisse Araştırma Analisti,61.000-70.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Üretim,Satın alma uzmanı ,Satın Alma Uzmanı ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Data Analyst,Data Analyst,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,12 ve ustu,Dijital Medya ve Eğlence,Sanat yönetmeni,Sanat Yönetmeni,51.000-60.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Finans ve Muhasebe,Satış Destek Yetkilisi,Satış Destek Yetkilisi,10.000-20.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Kıdemli e ticaret uzmanı ,Kıdemli E Ticaret Uzmanı ,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Çevre ve Enerji,İş analisti,İş Analisti,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Performance Marketing Executive,Performance Marketing Executive,21.000-30.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,Misafir İlişkileri Elemanı,Misafir İlişkileri Elemanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Turizm ve Konaklama,Head sommelier,Head Sommelier,21.000-30.000 TL,31.000-50.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Bankacı,Bankacı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Sağlık ve Tıp,Acil hekimi - pratisyen hekim,Acil Hekimi - Pratisyen Hekim,120.000 TL ve üstü,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Otomotiv,Muhasebe ,Muhasebe ,10.000-20.000 TL,Ek gelirim yok,Şirket Aracı
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Müşteri Destek Uzmanı ,Müşteri Destek Uzmanı ,21.000-30.000 TL,Ek gelirim yok,"Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,7-9 Yıl,Diğer,Kıdemli Avukat,Kıdemli Avukat,61.000-70.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,3-5 Yıl,Sağlık ve Tıp,Fizyoterapist ,Fizyoterapist ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Mühendislik,satış temsilcisi ,Satış Temsilcisi ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Eğitim,İngilizce öğretmeni,İngilizce Öğretmeni,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Digital marketing specialist ,Digital Marketing Specialist ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Çevre ve Enerji,Büro elemanı ,Büro Elemanı ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Sağlık ve Tıp,Veri Analisti,Veri Analisti,41.000-50.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Sağlık ve Tıp,Export Specialist,Export Specialist,10.000-20.000 TL,111.000-150.000 TL,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Proje inşaat mühendisi ,Proje Inşaat Mühendisi ,71.000-80.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Otomotiv,Yedek Parça Uzmanı,Yedek Parça Uzmanı,71.000-80.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Turizm ve Konaklama,Kurumsal İletişim Uzmanı,Kurumsal İletişim Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Proje ve Teklif Mühendisi ,Proje Ve Teklif Mühendisi ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı"
Kadın,Yurt dışı,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Sağlık ve Tıp,Regulatory project manager,Regulatory Project Manager,120.000 TL ve üstü,150.000 TL ve üstü,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Hasta ve yaşlı bakıcı ,Hasta Ve Yaşlı Bakıcı ,10.000-20.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Çevre ve Enerji,kurumsal finans yatırımcı ilişkileri uzman yardımcısı,Kurumsal Finans Yatırımcı Ilişkileri Uzman Yardımcısı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Eğitim,Satınalma Uzmanı,Satınalma Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,12 ve ustu,Dijital Medya ve Eğlence,Grafik tasarım ,Grafik Tasarım ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Havacılık,Uzman yardımcısı / jr specialist ,Uzman Yardımcısı / Jr Specialist ,51.000-60.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Diğer,muhasebe kamu,Muhasebe Kamu,41.000-50.000 TL,31.000-50.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,Diyetisyen,Diyetisyen,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,İnşaat,Mimar,Mimar,21.000-30.000 TL,20.000-30.000 TL,Yan hakkim yok
Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Kasa Personeli ,Kasa Personeli ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Mobile Developer,Mobile Developer,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,5-7 Yıl,Perakende ve E-tıcaret,Bölge müdür yardımcısı,Bölge Müdür Yardımcısı,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,0-1 Yıl,Dijital Medya ve Eğlence,Account executive,Account Executive,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Öğretmen,Öğretmen,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,9-12 Yıl,Üretim,International Business Manager,International Business Manager,51.000-60.000 TL,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Avukat,Avukat,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,150-199,3-5 Yıl,Telekomünikasyon,Müşteri temsilcisi ,Müşteri Temsilcisi ,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Finans ve Muhasebe,Muhasebe,Muhasebe,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Eğitim,Öğretmen,Öğretmen,41.000-50.000 TL,20.000-30.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Diğer,Brand Manager,Brand Manager,41.000-50.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Yapısal Analiz Mühendisliği,Yapısal Analiz Mühendisliği,71.000-80.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Diğer,Avukat,Avukat,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,5-7 Yıl,İnşaat,BIM Koordinatörü ,Bim Koordinatörü ,71.000-80.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Elektrik Kalite kontrol mühendisi ,Elektrik Kalite Kontrol Mühendisi ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Diğer,Kurumsal İletişim Yönetmeni ,Kurumsal İletişim Yönetmeni ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Perakende ve E-tıcaret,E ticaret işletme sahibi ,E Ticaret Işletme Sahibi ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Budget and reporting senior specialist ,Budget And Reporting Senior Specialist ,51.000-60.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Diğer,Muhasebe sorumlusu ,Muhasebe Sorumlusu ,21.000-30.000 TL,150.000 TL ve üstü,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Diğer,Mağaza sorumlusu,Mağaza Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Perakende ve E-tıcaret,İş Analisti,İş Analisti,41.000-50.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,Test Assignment Specialist,Test Assignment Specialist,21.000-30.000 TL,20.000-30.000 TL,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,İnşaat,Mimar,Mimar,51.000-60.000 TL,150.000 TL ve üstü,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,İhracat Satış Destek ve Operasyon Uzmanı,İhracat Satış Destek Ve Operasyon Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Influencer Marketing,Influencer Marketing,10.000-20.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Sales Development Representative,Sales Development Representative,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,İş geliştirme uzmanı,İş Geliştirme Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Frontend Developer,Frontend Developer,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Perakende ve E-tıcaret,Junior Full-stack developer,Junior Full-Stack Developer,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Analist,Analist,81.000-90.000 TL,71.000-90.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Diğer,Satış pazarlama uzman yardımcısı ,Satış Pazarlama Uzman Yardımcısı ,31.000-40.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Lojistik ve Dış Ticaret Uzmanı,Lojistik Ve Dış Ticaret Uzmanı,31.000-40.000 TL,31.000-50.000 TL,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım mühendisi ,Yazılım Mühendisi ,120.000 TL ve üstü,150.000 TL ve üstü,"Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Perakende ve E-tıcaret,Raporlama Sorumlusu ,Raporlama Sorumlusu ,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,İngilizce Öğretmeni,İngilizce Öğretmeni,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Diğer,operations agent (kişisel banka operasyon uzmanı),Operations Agent (Kişisel Banka Operasyon Uzmanı),31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,İnşaat,Şehir Plancısı ,Şehir Plancısı ,31.000-40.000 TL,111.000-150.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sr performance marketing executive,Sr Performance Marketing Executive,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Proje sorumlusu,Proje Sorumlusu,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,12 ve ustu,Tekstil ve Hazır Giyim,Tasarım müdürü ,Tasarım Müdürü ,51.000-60.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Influencer marketing & content management manager,Influencer Marketing & Content Management Manager,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Dijital Medya ve Eğlence,Seo yoneticisi,Seo Yoneticisi,61.000-70.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Diğer,Grafik Tasarımcı,Grafik Tasarımcı,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Frontend Developer,Frontend Developer,21.000-30.000 TL,71.000-90.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Diğer,Uzman - ürün yönetimi ,Product Manager,41.000-50.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Perakende ve E-tıcaret,Planlama müdürü ,Planlama Müdürü ,71.000-80.000 TL,31.000-50.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,7-9 Yıl,Dijital Medya ve Eğlence,Social Media Group Head,Social Media Group Head,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Gıda ve İçecek,Muhasebe sorumlusu,Muhasebe Sorumlusu,21.000-30.000 TL,Ek gelirim yok,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Üretim,Ön muhasebeci,Ön Muhasebeci,10.000-20.000 TL,Ek gelirim yok,"Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Mühendislik,Proje Mühendisi,Proje Mühendisi,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Uzman yardımcısı,Uzman Yardımcısı,41.000-50.000 TL,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Tekstil ve Hazır Giyim,Merchandiser Assistant,Merchandiser Assistant,21.000-30.000 TL,20.000-30.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Operations and Business Analysis Support Intern,Operations And Business Analysis Support Intern,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Üretim ve sevkiyat uzmanı ,Üretim Ve Sevkiyat Uzmanı ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,Digital Marketing Specialist,Digital Marketing Specialist,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst ,Business Analyst ,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Senior Marketing Communications Specialist,Senior Marketing Communications Specialist,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Çevre Mühendisi ,Çevre Mühendisi ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Tekstil ve Hazır Giyim,İhracat uzmanı ,İhracat Uzmanı ,41.000-50.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Üretim,İK & İdari İşler Uzmanı,İk & İdari İşler Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Junior business intelligence consultant ,Junior Business Intelligence Consultant ,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Çevre ve Enerji,Satış Yöneticisi,Satış Yöneticisi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,5-7 Yıl,Dijital Medya ve Eğlence,Sosyal Medya Uzmanı,Sosyal Medya Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Sap basis danismani,Sap Basis Danismani,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Klinik Araştırma Koordinatörü ,Klinik Araştırma Koordinatörü ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Üretim,Dış Ticaret Sorumlusu/Dış Ticaret Elemanı,Dış Ticaret Sorumlusu/Dış Ticaret Elemanı,21.000-30.000 TL,Ek gelirim yok,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Otomotiv,Satın Alma Mühendisi ,Satın Alma Mühendisi ,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Şirket Telefonu"
